Game Name,Minimum Completion Time,Number of Achievements,TAD,Achievements per Hour,TAD per Hour
Dead or Alive 5,80.0,48,3212,0.6,40.15
Dead or Alive 4,80.0,45,3937,0.5625,49.2125
Dead by Daylight (Windows),500.0,263,21250,0.526,42.5
Dead by Daylight,811.0,263,15147,0.3242909987669544,18.676942046855732
Dead Tomb,0.25,10,13,40.0,52.0
Dead Station 2,1.0,11,107,11.0,107.0
Dead Station,0.5,22,34,44.0,68.0
Dead Space: Ignition,3.0,12,150,4.0,50.0
Dead Space 3,51.0,58,1839,1.1372549019607843,36.05882352941177
Dead Space 2 (DE),20.0,50,716,2.5,35.8
Dead Space 2,26.0,58,938,2.230769230769231,36.07692307692308
Dead Space (2008),20.0,48,811,2.4,40.55
Dead Space,30.0,47,1363,1.5666666666666667,45.43333333333333
Dead Rising Deluxe Remaster,20.0,50,549,2.5,27.45
Dead Rising 4,104.0,104,8163,1.0,78.49038461538461
Dead Rising 3,75.0,115,2130,1.5333333333333334,28.4
Dead Rising 2: Off The Record (Xbox 360),25.0,50,932,2.0,37.28
Dead Rising 2: Off The Record,40.0,50,1227,1.25,30.675
Dead Rising 2: Case Zero (KR),2.0,12,12,6.0,6.0
Dead Rising 2: Case Zero (JP),2.0,12,19,6.0,9.5
Dead Rising 2: Case Zero,4.0,12,74,3.0,18.5
Dead Rising 2: Case West (KR),4.0,12,28,3.0,7.0
Dead Rising 2: Case West (JP),4.0,12,36,3.0,9.0
Dead Rising 2: Case West,6.0,12,104,2.0,17.333333333333332
Dead Rising 2 (Xbox 360),40.0,50,1842,1.25,46.05
Dead Rising 2,40.0,50,1918,1.25,47.95
Dead Rising (Xbox 360),40.0,50,1474,1.25,36.85
Dead Rising,40.0,50,1921,1.25,48.025
Dead Man's Diary,35.0,24,1745,0.6857142857142857,49.857142857142854
Dead Island: Riptide Definitive Edition,20.0,35,1862,1.75,93.1
Dead Island Riptide (Xbox 360),20.0,35,1023,1.75,51.15
Dead Island Riptide (JP) (Xbox 360),15.0,35,308,2.3333333333333335,20.533333333333335
Dead Island Retro Revenge,12.0,13,3480,1.0833333333333333,290.0
Dead Island Definitive Edition,50.0,58,1933,1.16,38.66
Dead Island 2 (Windows),54.0,59,2662,1.0925925925925926,49.2962962962963
Dead Island 2,35.0,59,1818,1.6857142857142857,51.94285714285714
Dead Island (Xbox 360),27.0,58,1078,2.1481481481481484,39.925925925925924
Dead Island (JP) (Xbox 360),27.0,58,434,2.1481481481481484,16.074074074074073
Dead Ground (Windows),0.25,15,170,60.0,680.0
Dead Ground,0.25,15,272,60.0,1088.0
Dead Exit,50.0,36,2605,0.72,52.1
Dead End Job,40.0,36,4535,0.9,113.375
Dead End City,5.0,17,1017,3.4,203.4
Dead Effect 2,20.0,100,1845,5.0,92.25
Dead Dust,0.25,19,19,76.0,76.0
Dead Dungeon (Windows),2.0,20,324,10.0,162.0
Dead Dungeon,2.0,20,480,10.0,240.0
Dead Dragons,8.0,25,814,3.125,101.75
Dead Cells (Windows),48.5,115,9767,2.3711340206185567,201.38144329896906
Dead Cells,51.0,115,9891,2.2549019607843137,193.94117647058823
Dead Block,12.0,12,307,1.0,25.583333333333332
Dead Alliance,30.0,44,2457,1.4666666666666666,81.9
Dead Ahead: Zombie Warfare,6.0,12,265,2.0,44.166666666666664
Dead Age II,188.0,98,2187,0.5212765957446809,11.632978723404255
Dead Age,40.0,77,1458,1.925,36.45
Daytona USA,1.0,12,23,12.0,23.0
Days of Thunder Arcade,15.0,12,167,0.8,11.133333333333333
Days of Doom,56.0,20,2161,0.35714285714285715,38.589285714285715
Daymare: 1998,15.0,45,1294,3.0,86.26666666666667
Daymare: 1994 Sandcastle (Xbox One),19.0,30,1120,1.5789473684210527,58.94736842105263
Daymare: 1994 Sandcastle,26.0,30,1255,1.1538461538461537,48.26923076923077
Daydream: Forgotten Sorrow,7.0,14,899,2.0,128.42857142857142
DayZ,1.0,13,2549,13.0,2549.0
DayD: Tower Rush,8.0,12,311,1.5,38.875
DayD: Through Time,5.0,12,281,2.4,56.2
Day of the Tentacle Remastered,2.0,58,411,29.0,205.5
Dawn of the Monsters,20.0,42,6109,2.1,305.45
Dawn of Man,159.0,24,4531,0.1509433962264151,28.49685534591195
Dauntless,362.0,46,7720,0.1270718232044199,21.325966850828728
Date Z,14.0,86,597,6.142857142857143,42.642857142857146
Dashing Orange,1.0,26,544,26.0,544.0
Dash of Destruction,1.0,12,9,12.0,9.0
Dash & Swing,5.0,15,1994,3.0,398.8
Darwinia+,12.0,12,247,1.0,20.583333333333332
Darwin Project,100.0,14,3804,0.14,38.04
Darkwood,30.0,15,5539,0.5,184.63333333333333
Darksiders Warmastered Edition,20.0,43,973,2.15,48.65
Darksiders III (Windows),32.0,64,2168,2.0,67.75
Darksiders III,40.0,64,2065,1.6,51.625
Darksiders II Deathinitive Edition,40.0,50,1674,1.25,41.85
Darksiders II,40.0,50,1510,1.25,37.75
Darksiders Genesis (Windows),25.0,30,1266,1.2,50.64
Darksiders Genesis,30.0,30,1207,1.0,40.233333333333334
Darksiders (JP),20.0,43,274,2.15,13.7
Darksiders,20.0,43,734,2.15,36.7
Darkestville Castle,2.0,38,226,19.0,113.0
Darkest Of Days,6.0,13,269,2.1666666666666665,44.833333333333336
Darkest Dungeon II,185.0,78,3801,0.42162162162162165,20.545945945945945
Darkest Dungeon (Windows),25.0,62,4504,2.48,180.16
Darkest Dungeon,141.0,62,6137,0.4397163120567376,43.52482269503546
Darker Skies,2.0,13,483,6.5,241.5
DarkStar One: Broken Alliance,30.0,50,1161,1.6666666666666667,38.7
Dark Void,23.0,57,1816,2.4782608695652173,78.95652173913044
Dark Souls: Remastered,60.0,41,831,0.6833333333333333,13.85
Dark Souls III,80.0,43,867,0.5375,10.8375
Dark Souls II: Scholar of the First Sin,80.0,38,917,0.475,11.4625
Dark Souls II,80.0,38,777,0.475,9.7125
Dark Souls,80.0,41,1488,0.5125,18.6
Dark Sector,40.0,38,1379,0.95,34.475
Dark Sauce,0.5,13,19,26.0,38.0
Dark Quest 2,10.0,11,1053,1.1,105.3
Dark Nights with Poe and Munro,3.0,21,285,7.0,95.0
Dark Messiah of Might and Magic: Elements,50.0,49,2760,0.98,55.2
Dark Grim Mariupolis (Windows),0.25,10,11,40.0,44.0
Dark Grim Mariupolis,0.25,25,352,100.0,1408.0
Dark Elven Legacy (Windows),0.5,35,35,70.0,70.0
Dark Elven Legacy,0.5,35,81,70.0,162.0
Dark Burial: Enhanced Edition (Windows),0.25,15,146,60.0,584.0
Dark Burial: Enhanced Edition,0.25,15,232,60.0,928.0
Dark Arcana: The Carnival,3.0,22,202,7.333333333333333,67.33333333333333
Dark Alliance,72.0,54,3386,0.75,47.02777777777778
Dark,8.0,21,767,2.625,95.875
Dante's Inferno,30.0,54,1272,1.8,42.4
Dangun Feveron,3.0,37,547,12.333333333333334,182.33333333333334
Dangerous Golf,50.0,55,3528,1.1,70.56
Dangerous Driving,30.0,40,2171,1.3333333333333333,72.36666666666666
Danger!Energy (Windows),0.25,15,5,60.0,20.0
Danger!Energy,0.25,15,15,60.0,60.0
Danger Zone 2,5.0,13,1244,2.6,248.8
Danger Zone,3.0,13,758,4.333333333333333,252.66666666666666
Danger Scavenger,6.0,42,1947,7.0,324.5
Danger Goat (Windows),5.0,23,601,4.6,120.2
Danger Gazers (Windows),0.25,10,4,40.0,16.0
Danger Gazers,0.25,10,1,40.0,4.0
Danganronpa: Trigger Happy Havoc Anniversary Edition,40.0,38,1823,0.95,45.575
Danganronpa V3: Killing Harmony Anniversary Edition,80.0,41,1842,0.5125,23.025
Danganronpa 2: Goodbye Despair Anniversary Edition,50.0,47,1233,0.94,24.66
Dandy and Randy DX,1.0,17,96,17.0,96.0
Dandy Ace,20.0,26,4194,1.3,209.7
Dandara: Trials of Fear Edition,14.0,23,6275,1.6428571428571428,448.2142857142857
Dance of Death: Du Lac & Fey,15.0,50,1400,3.3333333333333335,93.33333333333333
Dance of Cards,13.0,16,2342,1.2307692307692308,180.15384615384616
Dance Central: Spotlight,25.0,35,4544,1.4,181.76
Dance Central 3,35.0,45,2220,1.2857142857142858,63.42857142857143
Dance Central 2,25.0,50,2648,2.0,105.92
Dance Central,30.0,50,4276,1.6666666666666667,142.53333333333333
Damsel,41.0,20,2631,0.4878048780487805,64.17073170731707
Damnation,25.0,38,2119,1.52,84.76
Damikira,0.5,18,179,36.0,358.0
Damage Inc. Pacific Squadron WWII,15.0,36,1100,2.4,73.33333333333333
Dakar Desert Rally,126.0,55,5950,0.4365079365079365,47.22222222222222
Dagon: Complete Edition,1.0,11,187,11.0,187.0
Daggerhood,1.0,15,34,15.0,34.0
Dadish 3D,3.0,10,159,3.3333333333333335,53.0
Dadish 3,3.0,10,174,3.3333333333333335,58.0
Dadish 2,2.0,10,186,5.0,93.0
Dadish,2.0,10,301,5.0,150.5
Dad's Monster House,1.0,21,139,21.0,139.0
Dad Beat Dads,6.0,26,293,4.333333333333333,48.833333333333336
DYSMANTLE,60.0,34,1323,0.5666666666666667,22.05
DYNABLASTER,2.0,21,132,10.5,66.0
DYING : Reborn (CN),1.0,19,40,19.0,40.0
DYING : Reborn,1.0,19,77,19.0,77.0
DYE,25.0,24,2223,0.96,88.92
DUCATI - 90th Anniversary,20.0,22,558,1.1,27.9
DROS,29.0,40,2921,1.3793103448275863,100.72413793103448
DRIFTCE,39.0,34,4034,0.8717948717948718,103.43589743589743
DREDGE,21.0,60,1108,2.857142857142857,52.76190476190476
DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition (JP),80.0,58,687,0.725,8.5875
DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,100.0,57,2126,0.57,21.26
DRAGON QUEST III HD-2D Remake,60.0,42,1301,0.7,21.683333333333334
DRAGON QUEST Builders 2,80.0,31,2719,0.3875,33.9875
DPS Idle (Windows),1.0,21,140,21.0,140.0
DPS Idle,1.0,21,367,21.0,367.0
DOUBLE DRAGON III: The Sacred Stones,1.0,10,579,10.0,579.0
DOUBLE DRAGON II: The Revenge,2.0,10,428,5.0,214.0
DOUBLE DRAGON,2.0,10,460,5.0,230.0
DOOM II: Hell on Earth,8.0,12,242,1.5,30.25
DOOM II (Classic),40.0,19,2786,0.475,69.65
DOOM Eternal (Windows),30.0,50,3887,1.6666666666666667,129.56666666666666
DOOM Eternal,34.0,50,2391,1.4705882352941178,70.32352941176471
DOOM 64,1.0,10,479,10.0,479.0
DOOM 3: BFG Edition,25.0,50,961,2.0,38.44
DOOM 3,25.0,44,2199,1.76,87.96
DOOM + DOOM II,3.0,33,1465,11.0,488.3333333333333
DOOM (Arcade),8.0,12,231,1.5,28.875
DOOM (1993),10.0,19,2438,1.9,243.8
DOOM,28.0,54,3476,1.9285714285714286,124.14285714285714
DOGOS (JP),9.0,15,873,1.6666666666666667,97.0
DOGOS,6.0,15,2098,2.5,349.6666666666667
DJMAX Respect V,300.0,243,32898,0.81,109.66
DJ Hero 2,80.0,50,3075,0.625,38.4375
DJ Hero,80.0,50,2281,0.625,28.5125
DISTRAINT: Deluxe Edition,1.0,16,53,16.0,53.0
DISTRAINT 2,1.0,15,69,15.0,69.0
DISORDER6,1.0,23,14,23.0,14.0
DISORDER,20.0,17,1326,0.85,66.3
DIRT 5,28.0,40,3014,1.4285714285714286,107.64285714285714
DINOSAURS: Mission Dino Camp,31.0,21,1134,0.6774193548387096,36.58064516129032
DIMENSIONS,4.0,10,2062,2.5,515.5
DETECTIVE - The Motel,0.25,12,60,48.0,240.0
DETECTIVE - Stella Porta Case,0.25,22,43,88.0,172.0
DETECTIVE - Minerva Case,0.25,12,66,48.0,264.0
DESOLATIUM,8.0,27,911,3.375,113.875
DEEEER Simulator: Your Average Everyday Deer Game,1.0,17,603,17.0,603.0
DECEIVE INC.,109.0,36,2588,0.3302752293577982,23.743119266055047
DEATHLOOP,25.0,58,2676,2.32,107.04
DEATH STRANDING DIRECTOR'S CUT,80.0,63,2557,0.7875,31.9625
DEATH STRANDING (Windows),80.0,63,3145,0.7875,39.3125
DEADCRAFT,30.0,32,2467,1.0666666666666667,82.23333333333333
DE-EXIT - Eternal Matters,8.0,29,4513,3.625,564.125
DCL: The Game,100.0,39,5600,0.39,56.0
DC's Justice League: Cosmic Chaos,15.0,32,576,2.1333333333333333,38.4
DC Universe Online (Xbox One),60.0,13,1908,0.21666666666666667,31.8
DC Universe Online,0.25,13,861,52.0,3444.0
DC League of Super-Pets: The Adventures of Krypto and Ace,2.0,15,316,7.5,158.0
DARQ: Ultimate Edition,6.0,17,575,2.8333333333333335,95.83333333333333
DARQ: Complete Edition,8.0,17,1038,2.125,129.75
DARKGEMS (Xbox One),0.25,22,55,88.0,220.0
DARKGEMS (Windows),0.25,22,42,88.0,168.0
DARKGEMS,0.25,22,81,88.0,324.0
DAKAR 18,156.0,54,11544,0.34615384615384615,74.0
D4: Dark Dreams Don't Die,15.0,78,2516,5.2,167.73333333333332
D.U.M.B. Ducks,1.0,24,120,24.0,120.0
Cynthia: Hidden in the Moonshadow,2.0,12,525,6.0,262.5
Cymatically Muffed,4.0,16,1040,4.0,260.0
Cycle Chaser H-5,0.5,12,200,24.0,400.0
Cybertrash STATYX (Xbox One),1.0,16,140,16.0,140.0
Cybertrash STATYX,1.0,16,190,16.0,190.0
Cyberpunk 2077,75.0,57,1610,0.76,21.466666666666665
CyberTD,43.0,42,980,0.9767441860465116,22.790697674418606
CyberHive (Windows),13.0,21,698,1.6153846153846154,53.69230769230769
CyberHive,16.0,21,2152,1.3125,134.5
CyberHeroes Arena DX,0.25,11,5,44.0,20.0
Cyber Troopers Virtual-On Oratorio Tangram,1.0,12,33,12.0,33.0
Cyber Troopers Virtual-On Force,4.0,42,296,10.5,74.0
Cyber Troopers Virtual-On,0.25,12,9,48.0,36.0
Cyber Tank 2 (Xbox One),4.0,10,407,2.5,101.75
Cyber Tank 2 (Windows),4.0,10,349,2.5,87.25
Cyber Tank 2,3.0,10,466,3.3333333333333335,155.33333333333334
Cyber Tank (Xbox One),1.0,10,255,10.0,255.0
Cyber Tank (Windows),1.0,10,159,10.0,159.0
Cyber Tank,1.0,10,152,10.0,152.0
Cyber Shadow,15.0,40,3386,2.6666666666666665,225.73333333333332
Cyber Protocol,20.0,24,4636,1.2,231.8
Cyber Pool,0.5,10,36,20.0,72.0
Cyber Mission,1.0,12,48,12.0,48.0
Cyber Complex,6.0,12,234,2.0,39.0
Cyber Citizen Shockman Zero,0.5,17,46,34.0,92.0
Cyber Citizen Shockman 3: The Princess from Another World,0.5,16,61,32.0,122.0
Cyber Citizen Shockman 2: A New Menace,0.5,16,69,32.0,138.0
Cyber Citizen Shockman,0.25,15,58,60.0,232.0
Cybarian: The Time Traveling Warrior,1.0,21,77,21.0,77.0
Cyanide & Happiness - Freakpocalypse (Episode 1),5.0,55,623,11.0,124.6
Cut The Rope (Windows),2.0,19,206,9.5,103.0
Customers From Hell,0.25,11,52,44.0,208.0
Cursed to Golf,10.0,13,2332,1.3,233.2
Cursed Island,0.25,11,8,44.0,32.0
Cursed Feed,0.25,10,94,40.0,376.0
Curse of the Sea Rats,20.0,35,1744,1.75,87.2
Curse of the Dead Gods (Windows),61.0,30,4922,0.4918032786885246,80.68852459016394
Curse of the Dead Gods,120.0,30,7883,0.25,65.69166666666666
Curious Expedition 2,96.0,60,3010,0.625,31.354166666666668
Curious Expedition,212.0,60,3433,0.2830188679245283,16.193396226415093
Curious Cases,0.25,10,107,40.0,428.0
Cuphead,28.0,42,2412,1.5,86.14285714285714
Cult of the Lamb,40.0,48,1922,1.2,48.05
Culdcept SAGA,200.0,50,1650,0.25,8.25
Cuisineer,36.0,52,1719,1.4444444444444444,47.75
Cuccchi,1.0,20,268,20.0,268.0
Cubot - The Complexity of Simplicity,1.0,10,63,10.0,63.0
Cubikolor,15.0,21,1723,1.4,114.86666666666666
Cubic 2 3 4 Player Games,1.0,10,240,10.0,240.0
Cubers: Arena,10.0,41,1063,4.1,106.3
Cube Railway,0.25,20,74,80.0,296.0
Cube Farmer,0.25,20,42,80.0,168.0
Cube Airport,0.25,20,43,80.0,172.0
Ctrl Alt Ego,56.0,45,2330,0.8035714285714286,41.607142857142854
Crystal Rift (Windows),30.0,41,1867,1.3666666666666667,62.233333333333334
Crystal Quest,4.0,12,109,3.0,27.25
Crystal Ortha,12.0,26,394,2.1666666666666665,32.833333333333336
Crystal Defenders,4.0,12,148,3.0,37.0
Crysis Remastered,10.0,40,701,4.0,70.1
Crysis 3 Remastered,15.0,37,872,2.466666666666667,58.13333333333333
Crysis 3,22.0,60,2495,2.727272727272727,113.4090909090909
Crysis 2 Remastered,12.0,35,893,2.9166666666666665,74.41666666666667
Crysis 2,50.0,50,1672,1.0,33.44
Crysis,15.0,40,636,2.6666666666666665,42.4
Crypto by POWGI,1.0,32,28,32.0,28.0
Cryptmaster,29.0,29,2828,1.0,97.51724137931035
Crypt of the Serpent King Remastered 4K Edition,1.0,11,191,11.0,191.0
Crypt of the Serpent King,6.0,21,486,3.5,81.0
Crypt of the NecroDancer,4676.0,44,18602,0.009409751924721984,3.978186484174508
Crypt Custodian,12.0,48,401,4.0,33.416666666666664
Cryogear,15.0,23,854,1.5333333333333334,56.93333333333333
Cry Babies Magic Tears: The Big Game,1.0,13,119,13.0,119.0
Cruz Brothers,5.0,64,908,12.8,181.6
CrushBorgs (Windows),0.25,15,827,60.0,3308.0
CrushBorgs,0.25,15,882,60.0,3528.0
Crusader Kings III (Windows),150.0,158,8974,1.0533333333333332,59.82666666666667
Crusader Kings III,781.0,95,11158,0.12163892445582586,14.286811779769526
Crown of the Empire 2: Around the World,6.0,11,137,1.8333333333333333,22.833333333333332
Crown of the Empire,6.0,12,142,2.0,23.666666666666668
Crown Wars: The Black Prince,129.0,30,2765,0.23255813953488372,21.434108527131784
Crowalt: Traces of the Lost Colony,2.0,10,144,5.0,72.0
Crow Country,6.0,15,391,2.5,65.16666666666667
Crossy Road Castle,12.0,43,1294,3.5833333333333335,107.83333333333333
Crossovers by POWGI,1.0,39,45,39.0,45.0
Crossout,200.0,13,3258,0.065,16.29
CrossfireX,12.0,12,1496,1.0,124.66666666666667
Crossbow Crusade,1.0,21,30,21.0,30.0
CrossKrush,1.0,16,168,16.0,168.0
CrossCode,40.0,20,1736,0.5,43.4
Cross the Moon,0.25,12,6,48.0,24.0
Cross Tails,58.0,49,1178,0.8448275862068966,20.310344827586206
Cronostase Electric Collection,0.25,42,231,168.0,924.0
Croc's World Construction Kit 2,0.25,10,37,40.0,148.0
Croc's World 4,2.0,10,985,5.0,492.5
Crisis Wing,0.5,16,133,32.0,266.0
Cris Tales (Windows),25.0,46,2106,1.84,84.24
Cris Tales,30.0,46,3302,1.5333333333333334,110.06666666666666
Crimsonland,20.0,22,1383,1.1,69.15
Crimson Spires,0.5,12,18,24.0,36.0
Crimson Keep,12.0,43,2065,3.5833333333333335,172.08333333333334
Crimson Dragon,35.0,45,3936,1.2857142857142858,112.45714285714286
Crimson Alliance,12.5,15,222,1.2,17.76
Criminal Expert,4.0,12,492,3.0,123.0
Crime Secrets: Crimson Lily,2.0,20,220,10.0,110.0
Crime Opera: The Butterfly Effect,0.25,12,0,48.0,0.0
Crime Opera II: The Floodgate Effect,0.25,13,4,52.0,16.0
Crime Opera Fandisk: The Caterpillar Candids,0.25,12,0,48.0,0.0
Crime Boss: Rockay City,64.0,45,3556,0.703125,55.5625
Cricket: Jae's Really Peculiar Game,27.0,10,176,0.37037037037037035,6.518518518518518
Cricket 24 (Windows),35.0,26,2376,0.7428571428571429,67.88571428571429
Cricket 24,15.0,26,2919,1.7333333333333334,194.6
Cricket 22,15.0,30,2208,2.0,147.2
Cricket 19 (Windows),27.5,44,2645,1.6,96.18181818181819
Cricket 19,27.0,44,3882,1.6296296296296295,143.77777777777777
Creepy Tale: Some Other Place (Xbox One),3.0,25,539,8.333333333333334,179.66666666666666
Creepy Tale: Some Other Place (Windows),2.0,25,32,12.5,16.0
Creepy Tale: Some Other Place,2.0,25,777,12.5,388.5
Creepy Tale: Ingrid Penance (Xbox One),7.0,27,561,3.857142857142857,80.14285714285714
Creepy Tale: Ingrid Penance (Windows),8.0,27,256,3.375,32.0
Creepy Tale: Ingrid Penance,2.0,27,611,13.5,305.5
Creepy Tale 2,3.0,15,166,5.0,55.333333333333336
Creepy Tale,1.0,13,56,13.0,56.0
Creepy Road,4.0,17,343,4.25,85.75
Creatures of Ava,20.0,27,3160,1.35,158.0
Creature in the Well,6.0,25,1415,4.166666666666667,235.83333333333334
Creature Lab,29.0,26,4853,0.896551724137931,167.3448275862069
Create,30.0,49,1267,1.6333333333333333,42.233333333333334
Creaks,5.0,28,378,5.6,75.6
Crazy Trucks,4.0,15,322,3.75,80.5
Crazy Taxi,5.0,12,291,2.4,58.2
Crazy Strike Bowling EX,15.0,13,738,0.8666666666666667,49.2
Crazy Machines Elements,10.0,12,193,1.2,19.3
Crazy Gravity,0.25,15,42,60.0,168.0
Crazy Athletics - Summer Sports & Games,2.0,24,494,12.0,247.0
Crayola Scoot,6.0,34,1134,5.666666666666667,189.0
Crawlers And Brawlers,15.0,24,877,1.6,58.46666666666667
Crawl,58.0,45,6409,0.7758620689655172,110.5
Crashlands,56.0,36,4451,0.6428571428571429,79.48214285714286
Crashbots,8.0,31,2065,3.875,258.125
Crash: Mind Over Mutant,12.0,48,1220,4.0,101.66666666666667
Crash Time: Autobahn Pursuit (EU),15.0,44,813,2.933333333333333,54.2
Crash Time: Autobahn Pursuit,12.0,44,1178,3.6666666666666665,98.16666666666667
Crash Time 5: Undercover,15.0,32,314,2.1333333333333333,20.933333333333334
Crash Time 4: The Syndicate,20.0,39,764,1.95,38.2
Crash Time 3: Highway Nights,12.0,30,503,2.5,41.916666666666664
Crash Time 2: Autobahn Polizei (EU),15.0,35,564,2.3333333333333335,37.6
Crash Time 2: Autobahn Polizei,10.0,35,728,3.5,72.8
Crash Team Rumble,20.0,44,563,2.2,28.15
Crash Team Racing Nitro-Fueled,40.0,47,2203,1.175,55.075
Crash Of The Titans,10.0,47,999,4.7,99.9
Crash Drive 3,35.0,53,1316,1.5142857142857142,37.6
Crash Bandicoot N. Sane Trilogy,40.0,77,8149,1.925,203.725
Crash Bandicoot 4: It's About Time,60.0,51,2558,0.85,42.63333333333333
Crash 'n the Boys Street Challenge,4.0,10,1580,2.5,395.0
Craftopia,25.0,28,2053,1.12,82.12
Crackdown 3: Wrecking Zone,6.0,12,694,2.0,115.66666666666667
Crackdown 3: Campaign,26.5,95,4781,3.5849056603773586,180.41509433962264
Crackdown 2,38.0,70,2080,1.8421052631578947,54.73684210526316
Crackdown,49.0,50,1726,1.0204081632653061,35.224489795918366
Cozy Grove,170.0,70,1087,0.4117647058823529,6.394117647058824
Cozy Designer,0.5,27,310,54.0,620.0
CounterAttack,76.0,27,1161,0.35526315789473684,15.276315789473685
Counter-Strike: Global Offensive,300.0,12,1274,0.04,4.246666666666667
Cotton 100%,2.0,22,720,11.0,360.0
Costume Quest 2 (Xbox 360),6.0,18,126,3.0,21.0
Costume Quest 2,8.0,18,408,2.25,51.0
Costume Quest,7.0,20,63,2.857142857142857,9.0
Cosmos Bit,1.0,12,99,12.0,99.0
Cosmo Run (Windows),25.0,22,1038,0.88,41.52
Cosmic Top Secret,2.0,12,325,6.0,162.5
Cosmic Mirage (Xbox One),0.25,10,5,40.0,20.0
Cosmic Mirage (Windows),0.25,10,2,40.0,8.0
Cosmic Mirage,0.25,10,14,40.0,56.0
Corpse Party,15.0,50,849,3.3333333333333335,56.6
CorpoNation: The Sorting Process,89.0,26,1562,0.29213483146067415,17.55056179775281
Core Keeper (Windows),80.0,46,2024,0.575,25.3
Core Keeper,180.0,46,2237,0.25555555555555554,12.427777777777777
Coral Island,383.0,51,2229,0.13315926892950392,5.819843342036553
Cooking Simulator (Windows),0.25,73,703,292.0,2812.0
Cooking Simulator,8.0,76,27429,9.5,3428.625
Cookie Cutter,15.0,35,1005,2.3333333333333335,67.0
"Cook, Serve, Delicious! 3?!",80.0,56,1923,0.7,24.0375
"Cook, Serve, Delicious! 2!!",80.0,45,2687,0.5625,33.5875
"Cook, Serve, Delicious!",35.0,46,969,1.3142857142857143,27.685714285714287
Conway: Disappearance at Dahlia View,30.0,14,1453,0.4666666666666667,48.43333333333333
Convoy: A Tactical Roguelike,32.0,29,3387,0.90625,105.84375
Control:Override,2.0,10,1272,5.0,636.0
Control: Ultimate Edition,25.0,67,1254,2.68,50.16
Control (Windows),24.0,67,1495,2.7916666666666665,62.291666666666664
Control,31.0,67,1324,2.161290322580645,42.70967741935484
Contrast (Xbox 360),3.0,22,62,7.333333333333333,20.666666666666668
Contrast,3.0,22,557,7.333333333333333,185.66666666666666
Contra: Operation Galuga,25.0,41,1973,1.64,78.92
Contra Anniversary Collection,10.0,16,975,1.6,97.5
Contra,5.0,12,227,2.4,45.4
Constructor Plus,147.0,34,2428,0.23129251700680273,16.517006802721088
Constructor,15.0,34,1764,2.2666666666666666,117.6
Construction Simulator 3,60.0,45,3615,0.75,60.25
Construction Simulator 2,120.0,76,3865,0.6333333333333333,32.208333333333336
Construction Simulator,150.0,33,3950,0.22,26.333333333333332
Constant C,6.0,15,113,2.5,18.833333333333332
ConnecTank,52.0,39,2385,0.75,45.86538461538461
