Game Name,Minimum Completion Time,Number of Achievements,TAD,Achievements per Hour,TAD per Hour
Dying Light,58.0,68,1863,1.1724137931034482,32.12068965517241
Dwarrows,46.0,69,1604,1.5,34.869565217391305
Dwarf Journey,3.0,14,166,4.666666666666667,55.333333333333336
Dustwind - The Last Resort,19.0,28,1899,1.4736842105263157,99.94736842105263
Dustoff Heli Rescue 2,14.0,27,1703,1.9285714285714286,121.64285714285714
Dust: An Elysian Tail,15.0,30,362,2.0,24.133333333333333
Dust & Neon,12.0,19,1501,1.5833333333333333,125.08333333333333
Dunk Lords,15.0,15,6057,1.0,403.8
Dungeons of Sundaria,35.0,13,1606,0.37142857142857144,45.885714285714286
Dungeons of Shalnor,10.0,18,865,1.8,86.5
Dungeons of Hinterberg,19.0,50,2501,2.6315789473684212,131.6315789473684
Dungeons 4,40.0,61,2267,1.525,56.675
Dungeons 3,25.0,60,2296,2.4,91.84
Dungeons & Dragons: Daggerdale,20.0,12,280,0.6,14.0
Dungeons & Dragons: Chronicles of Mystara,12.0,24,692,2.0,57.666666666666664
Dungeons & Bombs,1.0,50,80,50.0,80.0
Dungeonoid 2 Awakening,2.5,24,1184,9.6,473.6
Dungeon of the Endless (Windows),72.0,30,3586,0.4166666666666667,49.80555555555556
Dungeon of the Endless,100.0,29,4261,0.29,42.61
Dungeon Village,10.0,10,292,1.0,29.2
Dungeon Slime Collection,0.25,12,17,48.0,68.0
Dungeon Siege III,37.0,54,1434,1.4594594594594594,38.75675675675676
Dungeon Scavenger,295.0,87,2840,0.29491525423728815,9.627118644067796
Dungeon Punks,20.0,28,1027,1.4,51.35
Dungeon Hunter 5 (Windows),80.0,20,241,0.25,3.0125
Dungeon Fighter LIVE: Fall of Hendon Myre,35.0,20,383,0.5714285714285714,10.942857142857143
Dungeon Escape,0.25,12,17,48.0,68.0
Dungeon Drafters,77.0,40,5728,0.5194805194805194,74.3896103896104
Dungeon Defenders: Awakened,284.0,94,3507,0.33098591549295775,12.348591549295774
Dungeon Defenders II,150.0,18,2523,0.12,16.82
Dungeon Defenders,80.0,12,332,0.15,4.15
Dungeon Color,1.0,12,93,12.0,93.0
Dungeon Arsenal,0.5,13,62,26.0,124.0
Dune: Spice Wars,20.0,26,4521,1.3,226.05
Dune: Imperium,138.0,31,2017,0.2246376811594203,14.615942028985508
Dunamis 15,2.0,24,33,12.0,16.5
Dull Grey,0.25,15,14,60.0,56.0
Duke Nukem: Manhattan Project,6.0,12,82,2.0,13.666666666666666
Duke Nukem Forever (JP),15.0,50,377,3.3333333333333335,25.133333333333333
Duke Nukem Forever,25.0,60,1322,2.4,52.88
Duke Nukem 3D: 20th Anniversary Edition World Tour,1.0,27,589,27.0,589.0
Duke Nukem 3D,8.0,12,169,1.5,21.125
Ducky Dash (Windows),0.25,40,88,160.0,352.0
Ducky Dash,0.5,40,160,80.0,320.0
DuckTales Remastered (Arcade),6.0,20,723,3.3333333333333335,120.5
DuckTales Remastered,6.0,20,953,3.3333333333333335,158.83333333333334
Duck Souls+,1.0,21,116,21.0,116.0
Duck Run (Windows),0.25,29,439,116.0,1756.0
Duck Run,0.25,29,661,116.0,2644.0
Duck Life: Battle,3.0,24,90,8.0,30.0
Duck Life Adventure,12.0,20,497,1.6666666666666667,41.416666666666664
Duck Dynasty (Xbox 360),8.0,33,606,4.125,75.75
Duck Dynasty,6.0,33,584,5.5,97.33333333333333
Duck Detective: The Secret Salami,1.0,10,45,10.0,45.0
Drunken Fist 2: Zombie Hangover,0.5,22,64,44.0,128.0
Drunken Fist,0.5,21,149,42.0,298.0
Drunk-Fu: Wasted Masters,6.0,28,967,4.666666666666667,161.16666666666666
Drova - Forsaken Kin,60.0,51,2675,0.85,44.583333333333336
Drone Gladiator (Windows),0.25,15,25,60.0,100.0
Drone Gladiator,0.25,15,47,60.0,188.0
Droid Trivia,1.0,20,106,20.0,106.0
Drizzlepath: Deja Vu,0.5,12,18,24.0,36.0
Driving Essentials,2.0,18,270,9.0,135.0
Driver: San Francisco,40.0,50,1580,1.25,39.5
Driven Out,11.0,21,1804,1.9090909090909092,164.0
Drive on Moscow,46.0,28,1801,0.6086956521739131,39.15217391304348
Drill Deal - Oil Tycoon,38.0,45,3988,1.1842105263157894,104.94736842105263
Drift Zone,8.0,11,1320,1.375,165.0
Dreamwalker: Never Fall Asleep,2.0,26,222,13.0,111.0
Dreamscaper,40.0,45,3786,1.125,94.65
Dreamless Girl,31.0,21,1452,0.6774193548387096,46.83870967741935
Dreamless,1.0,10,141,10.0,141.0
Dreamland Solitaire: Dragon's Fury,0.5,11,69,22.0,138.0
Dreamland Solitaire: Dark Prophecy,0.5,11,74,22.0,148.0
Dreamland Solitaire,0.5,11,110,22.0,220.0
Dreamland Farm,11.0,15,346,1.3636363636363635,31.454545454545453
Dreaming Sarah,0.5,22,48,44.0,96.0
Dreamfall Chapters,20.0,45,1016,2.25,50.8
Dreamcore,4.0,12,409,3.0,102.25
Dreamals: Dream Quest,8.0,22,1445,2.75,180.625
DreamWorks Trolls Remix Rescue,25.0,16,2999,0.64,119.96
DreamWorks Super Star Kartz,10.0,47,608,4.7,60.8
DreamWorks Spirit Lucky's Big Adventure,3.0,21,212,7.0,70.66666666666667
DreamWorks Dragons: Legends of The Nine Realms,10.0,25,591,2.5,59.1
DreamWorks Dragons Dawn of New Riders,6.0,10,594,1.6666666666666667,99.0
DreamWorks All-Star Kart Racing,40.0,27,1678,0.675,41.95
DreamBreak,1.0,11,82,11.0,82.0
DreamBall,6.0,40,247,6.666666666666667,41.166666666666664
Dream House Days DX,19.0,10,772,0.5263157894736842,40.63157894736842
Dream Chronicles,8.0,12,261,1.5,32.625
DreadOut 2,10.0,15,725,1.5,72.5
DreadHaunt,9.0,10,537,1.1111111111111112,59.666666666666664
Dread Nautical,30.0,15,3330,0.5,111.0
Drawngeon: Dungeons of Ink and Paper,6.0,47,1292,7.833333333333333,215.33333333333334
Drawful 2,4.0,10,1137,2.5,284.25
Draw a Stickman: EPIC 2,14.0,20,2239,1.4285714285714286,159.92857142857142
Draw a Stickman: EPIC,7.0,51,1533,7.285714285714286,219.0
Draw Rider Remake,51.0,21,2674,0.4117647058823529,52.431372549019606
Draugen,4.0,13,413,3.25,103.25
Drake Hollow,20.0,50,2764,2.5,138.2
DragonFangZ - The Rose & Dungeon of Time,71.0,32,2993,0.4507042253521127,42.15492957746479
Dragon's Lair Trilogy,1.0,12,789,12.0,789.0
Dragon's Lair (Windows),3.0,12,77,4.0,25.666666666666668
Dragon's Lair,4.0,12,126,3.0,31.5
Dragon's Dogma: Dark Arisen (Xbox 360),60.0,50,1061,0.8333333333333334,17.683333333333334
Dragon's Dogma: Dark Arisen,150.0,59,2299,0.3933333333333333,15.326666666666666
Dragon's Dogma 2,60.0,55,1850,0.9166666666666666,30.833333333333332
Dragon Takers,10.0,31,1080,3.1,108.0
Dragon Sinker: Descendants of Legend,15.0,30,1191,2.0,79.4
Dragon Prana,10.0,31,512,3.1,51.2
Dragon Pinball,3.0,15,1200,5.0,400.0
Dragon Mania Legends (Windows),40.0,17,118,0.425,2.95
Dragon Lapis,20.0,40,566,2.0,28.3
Dragon Bros,9.0,11,793,1.2222222222222223,88.11111111111111
Dragon Bobby,7.0,41,336,5.857142857142857,48.0
Dragon Blaze,4.0,32,1167,8.0,291.75
Dragon Ball: The Breakers,80.0,42,1828,0.525,22.85
Dragon Ball: Sparking! ZERO,25.0,50,1115,2.0,44.6
Dragon Ball: Raging Blast 2,60.0,50,1394,0.8333333333333334,23.233333333333334
Dragon Ball: Raging Blast,60.0,50,2788,0.8333333333333334,46.46666666666667
Dragon Ball Z: Ultimate Tenkaichi,25.0,49,1511,1.96,60.44
Dragon Ball Z: Kakarot,40.0,42,583,1.05,14.575
Dragon Ball Z: Burst Limit,50.0,50,5600,1.0,112.0
Dragon Ball Z: Battle of Z,50.0,49,2049,0.98,40.98
Dragon Ball Z for Kinect,8.0,44,2122,5.5,265.25
Dragon Ball Z Budokai HD Collection,15.0,43,543,2.8666666666666667,36.2
Dragon Ball Xenoverse 2,98.0,61,1943,0.6224489795918368,19.8265306122449
Dragon Ball XenoVerse (Xbox 360),60.0,50,1080,0.8333333333333334,18.0
Dragon Ball XenoVerse,100.0,50,1464,0.5,14.64
Dragon Ball FighterZ (Windows),147.0,35,5144,0.23809523809523808,34.993197278911566
Dragon Ball FighterZ,80.0,35,2780,0.4375,34.75
Dragon Age: The Veilguard,60.0,52,492,0.8666666666666667,8.2
Dragon Age: Origins,75.0,76,1308,1.0133333333333334,17.44
Dragon Age: Inquisition (Xbox 360),108.0,54,1245,0.5,11.527777777777779
Dragon Age: Inquisition,106.0,69,2082,0.6509433962264151,19.641509433962263
Dragon Age II,65.0,65,1007,1.0,15.492307692307692
DragoDino,49.0,43,3666,0.8775510204081632,74.81632653061224
Dracula's Legacy Remastered,2.0,16,193,8.0,96.5
Draconic Resurgence (Xbox One),0.5,15,166,30.0,332.0
Draconic Resurgence (Windows),0.5,15,140,30.0,280.0
Draconic Resurgence,0.5,15,178,30.0,356.0
Dr. Oil,0.25,20,8,80.0,32.0
Dr. Frank's Build a Boyfriend,0.25,11,25,44.0,100.0
Dr. Fetus' Mean Meat Machine,23.0,30,3291,1.3043478260869565,143.08695652173913
Dr. Atominus (Windows),0.25,15,20,60.0,80.0
Dr. Atominus,0.25,15,35,60.0,140.0
Downwell (Windows),15.0,22,3833,1.4666666666666666,255.53333333333333
Downward: Enhanced Edition,14.0,30,1754,2.142857142857143,125.28571428571429
Downtown Special Kunio-kun's Historical Period Drama!,6.0,10,765,1.6666666666666667,127.5
Downtown Nekketsu Story,2.0,10,683,5.0,341.5
Downtown Nekketsu March Super-Awesome Field Day!,2.0,10,846,5.0,423.0
Down in Bermuda,3.0,25,397,8.333333333333334,132.33333333333334
Dovetail Games Euro Fishing,60.0,97,10482,1.6166666666666667,174.7
Doughlings: Invasion,32.0,25,2193,0.78125,68.53125
Doughlings: Arcade,15.0,50,847,3.3333333333333335,56.46666666666667
Doug's Nightmare,2.0,17,232,8.5,116.0
Doug Hates His Job,1.0,14,68,14.0,68.0
Double Pug Switch,6.0,15,930,2.5,155.0
Double Kick Heroes,8.0,38,3662,4.75,457.75
Double Fine Happy Action Theater,1.0,15,98,15.0,98.0
Double Dragon Neon,20.0,30,2583,1.5,129.15
Double Dragon Gaiden: Rise of the Dragons,8.0,19,806,2.375,100.75
Double Dragon Advance,3.0,10,753,3.3333333333333335,251.0
Double Dragon 4,12.0,30,2013,2.5,167.75
Double Dragon (Xbox 360),6.0,12,183,2.0,30.5
Double D Dodgeball,2.0,12,129,6.0,64.5
Double Cross,12.0,35,1740,2.9166666666666665,145.0
Doritos Crash Course GO (Windows),2.0,13,115,6.5,57.5
Doritos Crash Course 2,8.0,28,695,3.5,86.875
Doritos Crash Course,4.0,15,304,3.75,76.0
Dordogne,3.0,31,738,10.333333333333334,246.0
Doraemon Dorayaki Shop Story,39.0,18,665,0.46153846153846156,17.05128205128205
DoraKone,0.25,14,9,56.0,36.0
Doors: Paradox,12.0,30,790,2.5,65.83333333333333
Door Kickers: Action Squad,20.0,51,1391,2.55,69.55
Doomed To Hell,2.0,20,401,10.0,200.5
Doom & Destiny Worlds,71.0,31,4689,0.43661971830985913,66.04225352112677
Doom & Destiny,30.0,44,1404,1.4666666666666666,46.8
Doodle Taxi,27.0,19,1816,0.7037037037037037,67.25925925925925
Doodle Mafia: Crime City,2.0,14,121,7.0,60.5
Doodle God: Ultimate Edition,3.0,22,389,7.333333333333333,129.66666666666666
Doodle God: Evolution,3.0,29,312,9.666666666666666,104.0
Doodle God Blitz HD (Windows),6.0,20,102,3.3333333333333335,17.0
Doodle Devil: 3volution,40.0,14,241,0.35,6.025
Donuts'n'Justice,0.25,13,41,52.0,164.0
Donut County,1.0,20,408,20.0,408.0
Don't let him in,0.25,12,20,48.0,80.0
Don't Touch this Button!,1.0,13,75,13.0,75.0
Don't Starve: Giant Edition,0.25,10,285,40.0,1140.0
Don't Starve Together,60.0,36,4474,0.6,74.56666666666666
Don't Sink,1.0,15,88,15.0,88.0
Don't Knock Twice,1.0,28,144,28.0,144.0
Don't Be Afraid,4.0,25,569,6.25,142.25
Don Bradman Cricket 17,139.0,35,1882,0.2517985611510791,13.53956834532374
Don Bradman Cricket,80.0,35,1863,0.4375,23.2875
Domino Master,25.0,12,348,0.48,13.92
Dolphin Spirit: Ocean Mission,12.0,32,329,2.6666666666666665,27.416666666666668
Dolmenjord - Viking Islands,6.0,11,666,1.8333333333333333,111.0
Dolmen,15.0,30,2737,2.0,182.46666666666667
Dollar Dash,25.0,20,343,0.8,13.72
Doki Doki Literature Club Plus!,12.0,18,591,1.5,49.25
Dojoran,0.25,13,18,52.0,72.0
Dogurai,6.0,30,2542,5.0,423.6666666666667
Dogfight 1942,20.0,22,754,1.1,37.7
Dogfight - A Sausage Bomber Story,4.0,15,418,3.75,104.5
Dog's Donuts,3.0,13,582,4.333333333333333,194.0
Dog Man: Mission Impawsible,10.0,31,765,3.1,76.5
Dog Duty,6.0,22,1585,3.6666666666666665,264.1666666666667
Dofamine,0.25,10,37,40.0,148.0
Dodgeball Academia,6.0,37,803,6.166666666666667,133.83333333333334
Doctor Who: The Lonely Assassins,2.0,16,165,8.0,82.5
Doctor Who: The Edge of Reality,4.0,30,674,7.5,168.5
Doctor Cat (Windows),1.0,31,195,31.0,195.0
Doctor Cat,1.0,31,388,31.0,388.0
Dobo's Heroes,4.0,22,1125,5.5,281.25
DoDonPachi Daioujou Black Label Extra,30.0,50,243,1.6666666666666667,8.1
Do Not Feed the Monkeys,12.0,33,1257,2.75,104.75
DmC: Devil May Cry: Definitive Edition,35.0,50,3204,1.4285714285714286,91.54285714285714
DmC: Devil May Cry,48.0,58,2135,1.2083333333333333,44.479166666666664
Divinity: Original Sin 2 - Definitive Edition,150.0,50,2589,0.3333333333333333,17.26
Divinity: Original Sin - Enhanced Edition,80.0,54,2124,0.675,26.55
Divinity II: The Dragon Knight Saga (EU),35.0,50,839,1.4285714285714286,23.97142857142857
Divinity II: The Dragon Knight Saga,35.0,50,1032,1.4285714285714286,29.485714285714284
Divinity II: Ego Draconis (EU),40.0,41,883,1.025,22.075
Divinity II: Ego Draconis,25.0,41,1213,1.64,48.52
Divine Knockout,6.0,19,912,3.1666666666666665,152.0
Divine Dynamo Flamefrit,2.0,11,631,5.5,315.5
Divination,0.25,14,1,56.0,4.0
Divekick Addition Edition +,66.0,14,1564,0.21212121212121213,23.696969696969695
Distrust,20.0,55,2739,2.75,136.95
Disneyland Adventures,40.0,49,3408,1.225,85.2
Disney's Bolt,8.0,37,993,4.625,124.125
Disney Universe,25.0,40,1293,1.6,51.72
Disney The Little Mermaid: Undersea Treasures! (Windows),0.25,20,3,80.0,12.0
Disney Speedstorm,60.0,24,1050,0.4,17.5
Disney Sing It: High School Musical 3,6.0,25,241,4.166666666666667,40.166666666666664
Disney Sing It,6.0,25,472,4.166666666666667,78.66666666666667
Disney Pixar's UP,6.0,42,183,7.0,30.5
Disney Pixar Toy Story Mania!,3.0,49,184,16.333333333333332,61.333333333333336
Disney Pixar Brave: The Video Game,8.0,44,752,5.5,94.0
Disney Infinity: Toy Box (Windows),1.0,11,76,11.0,76.0
Disney Infinity: Marvel Super Heroes - 2.0 Edition (Xbox 360),20.0,29,1640,1.45,82.0
Disney Infinity: Marvel Super Heroes - 2.0 Edition,20.0,29,1478,1.45,73.9
Disney Infinity 3.0 Edition (Xbox 360),18.0,30,1794,1.6666666666666667,99.66666666666667
Disney Infinity 3.0 Edition (Windows),15.0,15,473,1.0,31.533333333333335
Disney Infinity 3.0 Edition,21.0,30,1837,1.4285714285714286,87.47619047619048
Disney Infinity,20.0,50,1318,2.5,65.9
Disney Fantasia: Music Evolved,36.0,50,3311,1.3888888888888888,91.97222222222223
Disney Fairies Hidden Treasures (Windows),5.0,95,147,19.0,29.4
Disney Epic Mickey: Rebrushed,20.0,39,1117,1.95,55.85
Disney Epic Mickey 2: The Power of Two,25.0,46,4897,1.84,195.88
Disney Dreamlight Valley,200.0,15,1125,0.075,5.625
Disney Classic Games: Aladdin and The Lion King,1.0,15,259,15.0,259.0
Disjunction,102.0,20,3165,0.19607843137254902,31.029411764705884
Disintegration,15.0,29,3202,1.9333333333333333,213.46666666666667
Dishonored: Death of the Outsider (Windows),12.0,30,1030,2.5,85.83333333333333
Dishonored: Death of the Outsider,15.0,30,1141,2.0,76.06666666666666
Dishonored Definitive Edition (Windows),40.0,80,3644,2.0,91.1
Dishonored Definitive Edition,60.0,80,4374,1.3333333333333333,72.9
Dishonored 2 (Windows),25.0,50,2233,2.0,89.32
Dishonored 2,40.0,50,2030,1.25,50.75
Dishonored,56.0,80,3012,1.4285714285714286,53.785714285714285
Disgaea 4 Complete+ (Windows),120.0,51,11564,0.425,96.36666666666666
Discs Of Tron,15.0,12,451,0.8,30.066666666666666
Discovery Tour: Viking Age,3.0,12,44,4.0,14.666666666666666
Discolored,0.25,13,23,52.0,92.0
Disco Elysium: The Final Cut,85.0,45,3063,0.5294117647058824,36.03529411764706
Disco Dodgeball Remix,6.0,15,954,2.5,159.0
Disciples: Liberation,100.0,50,1301,0.5,13.01
Disc Room,4.0,35,1589,8.75,397.25
Disaster Band,5.0,18,683,3.6,136.6
Diorama Dungeoncrawl - Master of the Living Castle,0.25,11,56,44.0,224.0
Dinosaur Fossil Hunter - Paleontology Simulator,74.0,79,2894,1.0675675675675675,39.108108108108105
Dinobreak,3.0,25,785,8.333333333333334,261.6666666666667
Diner Dash,10.0,12,577,1.2,57.7
Dimension Drive,10.0,30,2726,3.0,272.6
Digimon Survive,60.0,46,1396,0.7666666666666667,23.266666666666666
Digimon All-Star Rumble,100.0,47,3403,0.47,34.03
Dig or Die: Console Edition,50.0,18,6422,0.36,128.44
Dig Dug,2.0,12,73,6.0,36.5
Dig Deep,6.0,20,126,3.3333333333333335,21.0
Dieselpunk Wars,25.0,22,2112,0.88,84.48
Diesel Legacy: The Brazen Age,95.0,38,3318,0.4,34.92631578947368
Die for the Economy!,1.0,20,139,20.0,139.0
Die for Valhalla!,12.0,38,1074,3.1666666666666665,89.5
Die With Glory,1.0,13,74,13.0,74.0
Die Again,2.0,19,1789,9.5,894.5
Die After Sunset,9.0,12,827,1.3333333333333333,91.88888888888889
Dicey Dungeons,40.0,53,2191,1.325,54.775
Dice Legacy Definitive Edition,49.0,47,9081,0.9591836734693877,185.3265306122449
Dice Assassin (Windows),0.25,27,157,108.0,628.0
Dice Assassin,0.25,27,192,108.0,768.0
Diablo IV,440.0,35,5014,0.07954545454545454,11.395454545454545
Diablo III: Reaper of Souls - Ultimate Evil Edition (Xbox 360),80.0,43,666,0.5375,8.325
Diablo III: Reaper of Souls - Ultimate Evil Edition,88.0,53,853,0.6022727272727273,9.693181818181818
Diablo III,60.0,45,750,0.75,12.5
Diablo II: Resurrected,1000.0,43,4131,0.043,4.131
DiRT Showdown,25.0,49,2091,1.96,83.64
DiRT Rally 2.0 (Windows),66.0,71,4376,1.0757575757575757,66.3030303030303
DiRT Rally 2.0,84.0,71,4418,0.8452380952380952,52.595238095238095
DiRT Rally,60.0,50,5403,0.8333333333333334,90.05
DiRT 4,60.0,48,3145,0.8,52.416666666666664
DiRT 3,43.0,60,2389,1.3953488372093024,55.55813953488372
DiRT 2,20.0,47,672,2.35,33.6
DiRT,25.0,49,618,1.96,24.72
Dex,15.0,32,616,2.1333333333333333,41.06666666666667
Devoured by Darkness,0.25,20,7,80.0,28.0
Devious Dungeon 2,6.0,25,143,4.166666666666667,23.833333333333332
Devious Dungeon,3.0,23,89,7.666666666666667,29.666666666666668
Devil May Cry HD Collection (Xbox 360),80.0,99,2667,1.2375,33.3375
Devil May Cry HD Collection,60.0,99,2427,1.65,40.45
Devil May Cry 5 Special Edition,80.0,54,3962,0.675,49.525
Devil May Cry 5,66.0,55,8015,0.8333333333333334,121.43939393939394
Devil May Cry 4 Special Edition,60.0,42,5051,0.7,84.18333333333334
Devil May Cry 4,80.0,46,3732,0.575,46.65
Devil Inside Us: Roots of Evil,1.0,16,226,16.0,226.0
Devastator,1.0,20,402,20.0,402.0
Deus Ex: Mankind Divided,48.0,81,3798,1.6875,79.125
Deus Ex: Human Revolution,29.0,59,1608,2.0344827586206895,55.44827586206897
Detective Di: The Silk Rose Murders,2.0,10,139,5.0,69.5
Destroy All Humans! Path of the Furon,15.0,42,887,2.8,59.13333333333333
Destroy All Humans! 2: Reprobed (Xbox One),25.0,44,896,1.76,35.84
Destroy All Humans! 2: Reprobed,20.0,44,838,2.2,41.9
Destroy All Humans! - Clone Carnage,6.0,38,2370,6.333333333333333,395.0
Destroy All Humans! (Windows),8.0,40,1270,5.0,158.75
Destroy All Humans!,12.0,40,1452,3.3333333333333335,121.0
Destiny 2,280.0,23,806,0.08214285714285714,2.8785714285714286
Destiny (Xbox 360),190.0,51,915,0.26842105263157895,4.815789473684211
Destiny,310.0,60,972,0.1935483870967742,3.1354838709677417
Despotism 3k,62.0,30,4369,0.4838709677419355,70.46774193548387
Despot's Game,30.0,35,4487,1.1666666666666667,149.56666666666666
Despicable Me: Minion Rush (Windows),120.0,20,463,0.16666666666666666,3.8583333333333334
Desperados III (Windows),40.0,36,1129,0.9,28.225
Desperados III,40.0,36,1577,0.9,39.425
Desktop Dungeons: Rewind,112.0,35,5359,0.3125,47.848214285714285
Deserted,28.0,23,1445,0.8214285714285714,51.607142857142854
Desert Child,4.0,23,709,5.75,177.25
Descenders,100.0,40,12534,0.4,125.34
Depth of Extinction,25.0,53,1358,2.12,54.32
Deponia Doomsday,8.0,36,351,4.5,43.875
Deponia,4.0,19,492,4.75,123.0
Deployment,1.0,11,135,11.0,135.0
Depersonalization (Windows),23.0,73,5116,3.1739130434782608,222.43478260869566
Demons of Asteborg,15.0,35,3127,2.3333333333333335,208.46666666666667
Demonic Supremacy,0.25,50,48,200.0,192.0
Demoniaca: Everlasting Night,8.0,28,1143,3.5,142.875
Demon's Tilt,15.0,29,3594,1.9333333333333333,239.6
Demon's Tier+,6.0,18,848,3.0,141.33333333333334
Demon's Crystals,10.0,28,1112,2.8,111.2
Demon Turf,40.0,40,1539,1.0,38.475
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,15.0,47,1036,3.1333333333333333,69.06666666666666
Demon Slayer -Kimetsu no Yaiba- Sweep the Board!,16.0,48,914,3.0,57.125
Demon Skin,8.0,41,1103,5.125,137.875
Demon Pit,14.0,12,2081,0.8571428571428571,148.64285714285714
Demon Hunter: Riddles of Light,2.0,22,149,11.0,74.5
Demon Hunter: Revelation,2.0,23,221,11.5,110.5
Demon Hunter: New Chapter,1.0,13,153,13.0,153.0
Demon Hunter: Chronicles from Beyond,1.0,25,201,25.0,201.0
Demon Hunter: Ascendance,3.0,22,225,7.333333333333333,75.0
Demolish & Build Classic,8.0,12,373,1.5,46.625
Demolish & Build,15.0,22,1450,1.4666666666666666,96.66666666666667
Demetrios - The BIG Cynical Adventure,6.0,36,205,6.0,34.166666666666664
Delusion,9.0,16,2774,1.7777777777777777,308.22222222222223
Delta Squad,1.0,12,69,12.0,69.0
Deliver Us The Moon,6.0,32,1315,5.333333333333333,219.16666666666666
Deliver Us Mars,12.0,33,848,2.75,70.66666666666667
Deleveled,8.0,32,1850,4.0,231.25
Deleted - Cyber Invasion,28.0,15,2067,0.5357142857142857,73.82142857142857
Deiland: Pocket Planet,12.0,23,481,1.9166666666666667,40.083333333333336
Degrees of Separation,6.0,10,405,1.6666666666666667,67.5
Defunct,12.0,27,3495,2.25,291.25
Deformers,15.0,23,1909,1.5333333333333334,127.26666666666667
Deflector,77.0,77,2759,1.0,35.83116883116883
Defiance,166.0,75,3668,0.45180722891566266,22.096385542168676
Defense Technica,20.0,12,299,0.6,14.95
Defense Grid: The Awakening,20.0,22,434,1.1,21.7
Defense Grid 2,25.0,65,1259,2.6,50.36
Defender's Quest: Valley of the Forgotten DX,30.0,30,2203,1.0,73.43333333333334
Defend the Rook,30.0,18,2001,0.6,66.7
Deer Hunter Reloaded,12.0,28,1537,2.3333333333333335,128.08333333333334
Deepest Trench,6.0,18,3442,3.0,573.6666666666666
Deep Space Rush,0.25,16,0,64.0,0.0
Deep Space Anomaly (Windows),0.25,20,129,80.0,516.0
Deep Space Anomaly,0.25,20,178,80.0,712.0
Deep Sky Derelicts: Definitive Edition,67.0,37,2482,0.5522388059701493,37.04477611940298
Deep Rock Galactic,300.0,67,3415,0.22333333333333333,11.383333333333333
Deep Ones,3.0,20,456,6.666666666666667,152.0
Deep Diving Adventures,20.0,28,2149,1.4,107.45
Deep Black: Episode 1,6.0,12,42,2.0,7.0
Deep Beyond,1.0,10,69,10.0,69.0
Deck of Ashes: Complete Edition,68.0,22,1834,0.3235294117647059,26.970588235294116
Deceit 2,20.0,10,1002,0.5,50.1
Decay of Logos,20.0,29,1535,1.45,76.75
Decay - The Mare,1.0,42,58,42.0,58.0
Decay,2.0,31,182,15.5,91.0
Debtor: Enhanced Edition (Windows),0.25,30,1220,120.0,4880.0
Debtor: Enhanced Edition,0.25,30,1776,120.0,7104.0
Debris Infinity,15.0,20,2107,1.3333333333333333,140.46666666666667
Deathsmiles I・II,76.0,43,5120,0.5657894736842105,67.36842105263158
Deathsmiles II X,15.0,50,509,3.3333333333333335,33.93333333333333
Deathly Dangerous,0.25,11,42,44.0,168.0
Deathchron,2.0,11,397,5.5,198.5
Deathbound,28.0,35,2096,1.25,74.85714285714286
DeathSpank: Thongs of Virtue,9.0,13,66,1.4444444444444444,7.333333333333333
DeathSpank: The Baconing,12.0,12,81,1.0,6.75
DeathSpank,10.0,12,46,1.2,4.6
"Death, Soul & Robots",4.0,15,1144,3.75,286.0
Death's Door (Windows),10.0,24,575,2.4,57.5
Death's Door,15.0,24,623,1.6,41.53333333333333
Death and Taxes,22.0,58,2447,2.6363636363636362,111.22727272727273
Death Squared,8.0,25,2058,3.125,257.25
Death Road To Canada,130.0,66,3593,0.5076923076923077,27.638461538461538
Death Park 2,1.0,10,133,10.0,133.0
Death Park,1.0,10,173,10.0,173.0
Death Noodle Delivery,4.0,15,1698,3.75,424.5
Death Mark,4.0,30,256,7.5,64.0
Death God University,6.0,13,146,2.1666666666666665,24.333333333333332
Death Elevator,9.0,16,2088,1.7777777777777777,232.0
Death Crown,8.0,20,918,2.5,114.75
Death Come True,0.25,16,52,64.0,208.0
Death Becomes You,0.25,27,1,108.0,4.0
Dear Esther: Landmark Edition,2.0,10,150,5.0,75.0
Deadpool (Xbox 360),15.0,50,1061,3.3333333333333335,70.73333333333333
Deadpool,15.0,50,1572,3.3333333333333335,104.8
Deadly Premonition (EU/JP),30.0,12,1165,0.4,38.833333333333336
Deadly Premonition,30.0,12,1264,0.4,42.13333333333333
Deadly Days,130.0,53,3173,0.4076923076923077,24.407692307692308
Deadlink,49.0,65,3622,1.3265306122448979,73.91836734693878
Deadlight: Directors Cut,15.0,32,1922,2.1333333333333333,128.13333333333333
Deadlight,6.0,30,247,5.0,41.166666666666664
Deadliest Warrior: The Game,13.0,15,408,1.1538461538461537,31.384615384615383
Deadliest Warrior: Legends,7.0,15,518,2.142857142857143,74.0
Deadliest Warrior: Battlegrounds,35.0,50,936,1.4285714285714286,26.742857142857144
Deadliest Catch: Alaskan Storm,20.0,20,1493,1.0,74.65
Deadbeat Heroes,6.0,14,1601,2.3333333333333335,266.8333333333333
DeadCore,12.0,29,3435,2.4166666666666665,286.25
Dead to Rights: Retribution,19.0,60,1112,3.1578947368421053,58.526315789473685
Dead or Alive 6,15.0,36,1926,2.4,128.4
Dead or Alive 5 Last Round (Xbox 360),12.0,48,686,4.0,57.166666666666664
Dead or Alive 5 Last Round,15.0,48,2104,3.2,140.26666666666668
